iter	Passed	Remaining
767	1536	464
768	1538	462
769	1539	459
770	1541	457
771	1542	455
772	1543	453
773	1545	451
774	1547	449
775	1548	447
776	1550	445
777	1552	443
778	1553	440
779	1555	438
780	1556	436
781	1558	434
782	1560	432
783	1563	430
784	1565	428
785	1567	426
786	1568	424
787	1570	422
788	1572	420
789	1574	418
790	1576	416
791	1578	414
792	1579	412
793	1581	410
794	1582	408
795	1584	406
796	1586	404
797	1587	401
798	1589	399
799	1590	397
800	1594	396
801	1595	393
802	1597	391
803	1598	389
804	1600	387
805	1601	385
806	1602	383
807	1604	381
808	1607	379
809	1609	377
810	1610	375
811	1611	373
812	1613	371
813	1614	368
814	1615	366
815	1617	364
816	1618	362
817	1620	360
818	1624	358
819	1625	356
820	1627	354
821	1628	352
822	1630	350
823	1631	348
824	1633	346
825	1635	344
826	1637	342
827	1639	340
828	1640	338
829	1642	336
830	1643	334
831	1644	332
832	1646	330
833	1647	327
834	1649	325
835	1652	324
836	1654	322
837	1655	320
838	1657	318
839	1658	315
840	1660	313
841	1661	311
842	1662	309
843	1665	307
844	1666	305
845	1668	303
846	1669	301
847	1670	299
848	1672	297
849	1673	295
850	1674	293
851	1676	291
852	1677	289
853	1679	287
854	1680	285
855	1682	283
856	1683	280
857	1685	278
858	1686	276
859	1687	274
860	1689	272
861	1690	270
862	1691	268
863	1693	266
864	1696	264
865	1698	262
866	1699	260
867	1701	258
868	1702	256
869	1703	254
870	1705	252
871	1706	250
872	1708	248
873	1711	246
874	1713	244
875	1715	242
876	1716	240
877	1718	238
878	1719	236
879	1721	234
880	1723	232
881	1725	230
882	1726	228
883	1728	226
884	1729	224
885	1731	222
886	1732	220
887	1734	218
888	1735	216
889	1737	214
890	1740	212
891	1742	210
892	1743	208
893	1745	206
894	1747	204
895	1748	202
896	1749	200
897	1751	198
898	1752	196
899	1756	195
900	1758	193
901	1759	191
902	1761	189
903	1763	187
904	1764	185
905	1766	183
906	1769	181
907	1770	179
908	1771	177
909	1773	175
910	1774	173
911	1776	171
912	1777	169
913	1779	167
914	1780	165
915	1783	163
916	1786	161
917	1788	159
918	1789	157
919	1790	155
920	1792	153
921	1793	151
922	1795	149
923	1796	147
924	1799	145
925	1800	143
926	1801	141
927	1803	139
928	1804	137
929	1805	135
930	1806	133
931	1808	131
932	1809	129
933	1811	127
934	1812	126
935	1814	124
936	1815	122
937	1817	120
938	1818	118
939	1819	116
940	1820	114
941	1822	112
942	1823	110
943	1824	108
944	1826	106
945	1829	104
946	1831	102
947	1833	100
948	1834	98
949	1836	96
950	1837	94
951	1838	92
952	1839	90
953	1841	88
954	1843	86
955	1845	84
956	1846	82
957	1847	81
958	1849	79
959	1850	77
960	1851	75
961	1852	73
962	1854	71
963	1855	69
964	1857	67
965	1858	65
966	1859	63
967	1861	61
968	1862	59
969	1863	57
970	1864	55
971	1866	53
972	1867	51
973	1868	49
974	1870	47
975	1872	46
976	1874	44
977	1876	42
978	1877	40
979	1878	38
980	1879	36
981	1882	34
982	1884	32
983	1887	30
984	1889	28
985	1891	26
986	1892	24
987	1894	23
988	1895	21
989	1897	19
990	1898	17
991	1900	15
992	1902	13
993	1903	11
994	1905	9
995	1906	7
996	1907	5
997	1908	3
998	1910	1
999	1911	0
